parent_metro_region,state_code,region_type,region,median_sale_price,median_ppsf,median_sale_price_cagr,median_ppsf_cagr
"Seattle, WA",WA,place,"Marysville, WA",629990.0,316.9469598965071,0.10363783188974751,0.08118388837812551
"Warren, MI",MI,place,"Pinckney, MI",212900.0,167.71910159006933,0.037030177726181224,0.024801515405966423
"Warren, MI",MI,place,"Lapeer, MI",265000.0,162.29116945107398,0.12042475276171016,0.09336844731470118
"Tullahoma, TN",TN,place,"Decherd, TN",260950.0,184.85726212795876,0.11610179052043268,0.1178879845841676
"Kansas City, MO",MO,place,"Sugar Creek, MO",153750.0,104.94596517815552,0.16635328923945458,0.09677539456080297
"Frederick, MD",MD,place,"Kemp Mill, MD",514950.0,329.9345972957084,0.006030825085363789,0.027542763215469446
"Columbus, OH",OH,place,"Whitehall, OH",198000.0,159.04152323580035,0.12812447597087706,0.13554226213774356
"Houston, TX",TX,place,"Grangerland, TX",353665.0,136.70854271356785,0.14666077739000127,0.02368808177198045
"Washington, DC",MD,place,"Landover, MD",380000.0,285.2024378902617,0.06629005847852576,0.033210659640936724
"Jacksonville, FL",FL,place,"Atlantic Beach, FL",914500.0,513.5516232461009,0.11828178795289102,0.12053850438908986
"San Antonio, TX",TX,place,"Devine, TX",415000.0,191.2870411322424,0.12570459173807702,0.0823605267112113
"Phoenix, AZ",AZ,place,"Sun City, AZ",324950.0,210.5074122503476,0.10488696580250978,0.0983095304258188
"Riverside, CA",CA,place,"East Hemet, CA",425000.0,254.28167482327353,0.0992348748897014,0.09128237779804205
"Tampa, FL",FL,place,"Bay Pines, FL",380000.0,258.83838383838383,0.11764719789652212,0.09742109876304661
"Camden, NJ",NJ,place,"Ramblewood, NJ",552650.0,214.73866426830068,0.09402378902112107,0.06900157900694492
"St. Louis, MO",MO,place,"Crystal City, MO",214432.0,135.11783238815374,0.11632220091412493,0.07151439965235418
"Denver, CO",CO,place,"Cherry Hills Village, CO",3100000.0,466.1632108807254,0.023601750071875927,0.056557813880507846
"Grand Rapids, MI",MI,place,"Lyons, MI",145000.0,144.1351888667992,0.08437832655183009,0.16685985479021848
"Tulsa, OK",OK,place,"Bixby, OK",334990.0,165.01970443349754,0.05425695383977813,0.06164649624238616
"Canton, OH",OH,place,"Massillon, OH",147000.0,127.73722627737226,0.049994471541054075,0.0732912290984633
"Washington, DC",WV,place,"Charles Town, WV",343500.0,153.310268571886,0.03819610854092059,0.06001089074226207
"Montgomery County, PA",PA,place,"Pottstown, PA",275000.0,183.15018315018315,0.10286724195673203,0.10331819770301687
"Lancaster, PA",PA,place,"Brownstown, PA",394500.0,183.0763817783188,0.060138075337592634,0.05721787455237459
"Nashville, TN",TN,place,"Ashland City, TN",302000.0,193.6936936936937,0.07857012702887967,0.11165425456256295
"Plattsburgh, NY",NY,place,"Chazy, NY",215000.0,84.9802371541502,0.08173588847166391,-0.0038115911707002903
"Nassau County, NY",NY,place,"East Moriches, NY",937500.0,276.12433862433863,0.122573862386965,0.06292187012199824
"Syracuse, NY",NY,place,"Chittenango, NY",280000.0,127.73722627737226,0.13066622155602348,0.04381044785154797
"Charlotte, NC",NC,place,"Unionville, NC",413390.0,164.78210116731518,0.0926059427538648,0.059037943616508715
"Chicago, IL",IL,place,"Ingalls Park, IL",140000.0,138.88888888888889,0.14707012337545278,0.14707012337545278
"St. Louis, MO",MO,place,"Mehlville, MO",270000.0,148.65384615384616,0.10116564616883794,0.04801268808811465
"Salem, OR",OR,place,"Keizer, OR",450000.0,278.3819051761636,0.07970875457671722,0.08833496460461077
"Elmira, NY",NY,place,"Veteran, NY",407500.0,120.18302416853142,0.09972653839802881,0.020896171081422832
"Lake County, IL",WI,place,"Camp Lake, WI",355000.0,165.38327684455982,0.2165384361233329,0.11943132482171692
"Knoxville, TN",TN,place,"Powell, TN",357950.0,207.9567359443699,0.08422591702060878,0.082149756168028
"Sandusky, OH",OH,place,"Huron, OH",189000.0,124.47806667232636,-0.06671981452180642,0.021811593763732207
"Rocky Mount, NC",NC,place,"Red Oak, NC",515000.0,163.02050306489116,0.10488427624243601,0.06497301723830229
"Warren, MI",MI,place,"Lathrup Village, MI",324000.0,186.63366336633663,0.0877936513840274,0.09804424464694339
"Portland, OR",OR,place,"St. Helens, OR",402500.0,264.2980935875217,0.06824349028992449,0.09367174049796256
"Ocala, FL",FL,place,"Liberty Triangle, FL",306990.0,167.93763676148797,0.12998210486087536,0.11557059843293871
"Cleveland, OH",OH,place,"Mentor, OH",275750.0,156.44771368062123,0.06242407176477638,0.063550058638012
"Denver, CO",CO,place,"Heritage Hills, CO",979400.0,220.83117496145584,0.03053372582118441,0.01670263647697623
"Anaheim, CA",CA,place,"Ladera Ranch, CA",2725000.0,668.6134544667964,0.12968422070589525,0.0763304403399474
"Cincinnati, OH",OH,place,"Groesbeck, OH",115000.0,105.99078341013823,0.04092804962646479,0.07548045272727166
"Tampa, FL",FL,place,"Indian Rocks Beach, FL",1150000.0,779.7982059506368,0.1842862537474188,0.15428773360410308
"Oxnard, CA",CA,place,"Meiners Oaks, CA",3500000.0,1533.7423312883436,0.21005878804574674,0.16688759221318938
"Indianapolis, IN",IN,place,"Fishers, IN",405000.0,148.28209764918626,0.059485733588110934,0.0610287804660099
"Stockton, CA",CA,place,"Acampo, CA",920000.0,417.23356009070295,0.08713003164743771,0.09772038246598891
"Chico, CA",CA,place,"Cohasset, CA",172500.0,242.95774647887325,-0.02178331987383797,0.04753729657514749
"Salt Lake City, UT",UT,place,"South Salt Lake, UT",384000.0,377.8328447112476,0.06783509239253593,0.12619289009835333
"Washington, DC",VA,place,"Warrenton, VA",602500.0,228.13509489198464,0.05506640102882754,0.04427126990918029
"Winston-Salem, NC",NC,place,"Lewisville, NC",315000.0,160.2814698983581,0.06761071649745753,0.06202557861031899
"Pensacola, FL",FL,place,"Pensacola, FL",280000.0,178.40740740740742,0.08398881704674066,0.09039011768396765
"Washington, DC",MD,place,"Peppermill Village, MD",427500.0,221.40772830111067,0.19990208275476595,0.11320890230585912
"Gainesville, FL",FL,place,"Newberry, FL",319490.0,182.70204912931945,0.06204256287139365,0.059331782762759966
"Faribault, MN",MN,place,"Lonsdale, MN",365000.0,182.8231292517007,0.07104212334761217,0.09217762020670794
"Bend, OR",OR,place,"Tumalo, OR",2000000.0,1196.1722488038276,0.19689112393553398,0.20421327444921378
"Nacogdoches, TX",TX,place,"Nacogdoches, TX",167000.0,98.4605242837946,-0.001130661459811888,0.01215797973881072
"Miami, FL",FL,place,"South Miami, FL",1400000.0,786.0011474469305,0.1301161517774445,0.14215076597720544
"Houston, TX",TX,place,"Montgomery, TX",361400.0,171.7032967032967,0.013997186187134858,0.04697785350634898
"Kirksville, MO",MO,place,"Kirksville, MO",174900.0,162.2564935064935,0.3313093463543204,0.333037824246065
"Indianapolis, IN",IN,place,"Homecroft, IN",260579.0,79.2515206812652,0.06485987155985051,0.05204260714387332
"Prescott Valley, AZ",AZ,place,"Yarnell, AZ",552500.0,245.136721737178,0.17251383538986031,0.1144268167806497
"Oxnard, CA",CA,place,"Casa Conejo, CA",875000.0,577.1504390969216,0.0475253372353317,0.07748749813628919
"Syracuse, NY",NY,place,"Constantia, NY",150000.0,201.6129032258065,0.01839937614702425,0.11873577308575967
"Worcester, MA",MA,place,"Lunenburg, MA",440000.0,273.29792370835344,0.041143362154547614,0.07410667785256941
"Orlando, FL",FL,place,"University, FL",458500.0,215.99953537813883,0.08121485652285187,0.08880606762695464
"St. Louis, MO",IL,place,"Glen Carbon, IL",369000.0,141.2953795379538,0.07294225639911756,0.04390148103203528
"Muskegon, MI",MI,place,"Whitehall, MI",232000.0,183.8235294117647,0.028010455460647288,0.12881996927271766
"Seattle, WA",WA,place,"Lake Holm, WA",780000.0,329.11392405063293,0.07456106513592364,0.055518310819720806
"Key West, FL",FL,place,"Islamorada, FL",4687500.0,1515.5283856821452,0.23563238778748286,0.1516763188068937
"Raleigh, NC",NC,place,"Four Oaks, NC",258500.0,177.2849027251614,0.06102993959964076,0.05953956057097032
"San Diego, CA",CA,place,"Rainbow, CA",1383830.0,425.04678951914775,0.08483134881752874,0.0822635702239658
"Tucson, AZ",AZ,place,"South Tucson, AZ",284500.0,197.3057161520537,0.1899020880798239,0.1811227209700037
"Los Angeles, CA",CA,place,"Elizabeth Lake, CA",438175.0,271.66823042776434,0.09304365869389031,0.05148569620144694
"Seattle, WA",WA,place,"Warm Beach, WA",500000.0,407.4113384279359,0.0793709589324072,0.12309321821802155
"Astoria, OR",OR,place,"Gearhart, OR",664000.0,330.75223091173206,0.07572635810583939,0.046785735213685786
"Peoria, IL",IL,place,"Minonk, IL",145000.0,88.19951338199513,0.17261271381967624,0.11119822911981725
"Harrisonburg, VA",VA,place,"Bridgewater, VA",374000.0,152.4750983377744,0.023119467805225336,0.007351436118073984
"San Luis Obispo, CA",CA,place,"Paso Robles, CA",690000.0,431.88923751517086,0.05603645350024089,0.07106624620647084
"Atlanta, GA",GA,place,"Williamson, GA",472700.0,177.70676691729324,0.17442033477417418,0.17468497310970243
"Lansing, MI",MI,place,"Morrice, MI",136257.5,114.64175347222222,0.017194583158624654,0.02018849353897223
"Richmond, VA",VA,place,"Richmond, VA",352250.0,226.2565324296391,0.07620852947023371,0.08768412596834652
"Montgomery, AL",AL,place,"Holtville, AL",330000.0,169.21914357682618,0.06493919141855109,0.054186554419455524
"Albany, NY",NY,place,"Bethlehem, NY",325000.0,215.9726454161312,0.018242831750023836,0.04362752748836485
"New Brunswick, NJ",NJ,place,"Yorketown, NJ",615000.0,359.88023952095807,0.026546080921956428,0.05029460434364119
"Nassau County, NY",NY,place,"Northville, NY",1115000.0,789.8894154818324,0.11891394284345025,0.19387687210910887
"Anchorage, AK",AK,place,"Lazy Mountain, AK",550000.0,141.02564102564102,0.18954667557885974,0.04925569159036636
"Scranton, PA",PA,place,"Clarks Green, PA",308900.0,142.2035665068727,0.04021542579244475,0.005693672474934797
"Hammond, LA",LA,place,"Amite City, LA",174000.0,78.94755429984107,0.07853121535620322,0.038663205958336055
"Reading, PA",PA,place,"Reiffton, PA",410505.0,144.51660443104203,0.10018605631497035,0.06032060866812183
"Lawrence, KS",KS,place,"Lawrence, KS",304500.0,170.69152874098012,0.06834980610370645,0.0772463496987068
"Oakland, CA",CA,place,"Concord, CA",815000.0,518.6318131256952,0.0638228365104534,0.0586280048016079
"Batesville, AR",AR,place,"Highland, AR",410000.0,144.978783592645,0.1933520449710433,0.11546742054671966
"Houston, TX",TX,place,"Angleton, TX",227395.0,142.9071548032469,0.05758961109376304,0.07061210454330102
"Beatrice, NE",NE,place,"Cortland, NE",200000.0,154.320987654321,0.05782180377349477,0.061675856361909975
"Jacksonville, FL",FL,place,"Jacksonville, FL",329450.0,191.22011541632315,0.09331567413547037,0.09610040518833873
"North Wilkesboro, NC",NC,place,"Wilkesboro, NC",299000.0,168.65079365079364,0.08727685185072254,0.10157809938503926
"Ellensburg, WA",WA,place,"Ronald, WA",1990000.0,599.0367248645395,0.26762975672362277,0.15991968624000874
"Visalia, CA",CA,place,"Visalia, CA",375515.0,232.50345781466115,0.10213271658740797,0.09887725039093653
"Chicago, IL",IL,place,"Harvard, IL",230000.0,135.47687861271675,0.11138309080140285,0.08093372086156925
"Los Angeles, CA",CA,place,"Walnut Park, CA",637500.0,446.80485897900417,0.06759422674044901,0.052993379080654934
"Johnson City, TN",TN,place,"Unicoi, TN",299500.0,142.94039294039294,0.1053515234798943,0.14887712162099143
"Muskogee, OK",OK,place,"Muskogee, OK",137000.0,109.76744186046513,0.15124452019236245,0.1606000064536719
"Boston, MA",MA,place,"Ashby, MA",491500.0,207.59921848926467,0.0812698675828949,0.06291518037663413
"Easton, MD",MD,place,"Tilghman Island, MD",375000.0,215.0229357798165,0.12252630678005105,0.12323056462563975
"Concord, NH",NH,place,"Pittsfield, NH",385000.0,185.9527741938913,0.10126869309312059,0.05931274451122537
"Minneapolis, MN",MN,place,"Brooklyn Center, MN",282000.0,165.88237711655432,0.06877948891106778,0.07467808253788277
"Barnstable Town, MA",MA,place,"Dennis, MA",550000.0,498.1060606060606,0.054342633214313985,0.06521573203499842
"Barnstable Town, MA",MA,place,"Dennis, MA",870000.0,386.3636363636364,0.10381787901413753,0.03849644394479479
"Minneapolis, MN",MN,place,"Annandale, MN",382450.0,232.2884643901316,0.0860978433864954,0.08929556035546926
"Detroit, MI",MI,place,"Melvindale, MI",153750.0,133.61742424242425,0.1651234108094004,0.1532497449901764
"Richmond, VA",VA,place,"Chester, VA",370000.0,171.88983855650525,0.0847653081923101,0.06870208963299573
"Washington, DC",VA,place,"Belle Haven, VA",924000.0,350.22661722290894,0.0702200156461632,0.013669472506027791
"Scranton, PA",PA,place,"Jessup, PA",419000.0,112.89160401002508,0.12970976188899197,0.05574281642360601
"Dayton, OH",OH,place,"Bradford, OH",100000.0,108.22510822510824,0.018807634606074597,0.029667417218367742
"Washington, DC",VA,place,"Long Branch, VA",880000.0,290.14177382129907,0.03398493754470233,0.0030478882972182486
"Kalamazoo, MI",MI,place,"Westwood, MI",217450.0,149.9146005509642,0.058633005466318,0.06806323785509982
"Warrensburg, MO",MO,place,"Knob Noster, MO",129900.0,117.70428015564202,-0.047801859528451396,-0.005727344575203963
"Houston, TX",TX,place,"Spring, TX",261450.0,146.6501085517903,0.053774642324151634,0.07335716837056094
"Birmingham, AL",AL,place,"Pleasant Grove, AL",228000.0,126.00840336134452,0.07319399134351912,0.07583070432976458
"Odessa, TX",TX,place,"West Odessa, TX",273500.0,149.1455759628428,0.045723221449886164,0.039797313916659416
"Philadelphia, PA",PA,place,"Sharon Hill, PA",275000.0,198.9022355328266,0.1350189151566168,0.15479402046289414
"Flagstaff, AZ",AZ,place,"Fort Valley, AZ",769500.0,423.4293364217268,0.11568896879450175,0.1220535247650214
"Glenwood Springs, CO",CO,place,"Rifle, CO",475000.0,267.0039347948286,0.11156311966888621,0.08733336053636775
"Reading, PA",PA,place,"Reading, PA",273750.0,160.00071108582807,0.05107361038402791,0.07458161632359395
"New Castle, PA",PA,place,"New Castle, PA",82000.0,68.87755102040816,0.088866360269094,0.09566711423627727
"Birmingham, AL",AL,place,"Harpersville, AL",267495.0,145.30317834131728,0.0476124202783379,0.08725506776430603
"Lebanon, PA",PA,place,"Cleona, PA",249000.0,128.94144144144144,0.03015544377232504,0.04433501838458587
"Batavia, NY",NY,place,"Bergen, NY",202499.5,112.06897096609362,0.043722395577337814,0.052087954803558434
"Winston-Salem, NC",NC,place,"Rural Hall, NC",257500.0,164.23076923076923,0.07494618330019409,0.0802965382309988
"Ames, IA",IA,place,"Ames, IA",271700.0,193.44719414430116,0.03452470642345751,0.02840149690715399
"Austin, TX",TX,place,"Pflugerville, TX",385000.0,191.12127371273712,0.07905344749234344,0.08259288784784413
"Atlanta, GA",GA,place,"Berkeley Lake, GA",1000000.0,363.901018922853,0.08959076672721555,0.11410716307847157
"Harrisburg, PA",PA,place,"Hershey, PA",403100.0,163.6127457685215,0.05159089544532813,0.060420792253476296
"Honolulu, HI",HI,place,"Hauula, HI",1151000.0,1538.7700534759358,0.04034494696823576,0.17149178884387983
"Baton Rouge, LA",LA,place,"Old Jefferson, LA",275000.0,144.71479922933224,0.009576582776887,0.020200517060043666
"Clinton, IA",IA,place,"Clinton, IA",108000.0,78.96416160484834,0.060540481614018704,0.08472468544702383
"Houston, TX",TX,place,"Brookside Village, TX",465000.0,164.31095406360424,0.14135472794044213,0.08492003145997451
"Montgomery County, PA",PA,place,"Levittown, PA",372500.0,224.48979591836732,0.08616015574601033,0.0549983605212212
"Salem, OR",OR,place,"Stayton, OR",468005.0,283.81140084899937,0.09378782023777532,0.08494281754752842
"Kingsport, TN",TN,place,"Mount Carmel, TN",150000.0,185.356811862836,0.0033959082430339294,0.09146667978351708
"Portland, OR",OR,place,"Mount Hood Villages, OR",553586.0,356.0114611061816,0.10452337944116796,0.12017768541215834
"Rochester, MN",MN,place,"Eyota, MN",320000.0,164.38127090301003,0.0717399753709258,0.11423836823887856
"Fort Lauderdale, FL",FL,place,"Broadview Park, FL",465000.0,357.0684523809524,0.15799201634372562,0.14898258744660597
"Pittsburgh, PA",PA,place,"Meridian, PA",255000.0,189.7321428571429,0.05240977914892553,0.04925243263152046
"West Palm Beach, FL",FL,place,"Loxahatchee Groves, FL",616000.0,335.0689617640204,0.10645376106020565,0.11392655323149037
"Indianapolis, IN",IN,place,"Lapel, IN",288338.0,168.76437036708242,0.13735172233922643,0.10214967737999348
"Chico, CA",CA,place,"Magalia, CA",257000.0,210.40511093502377,0.025907027342164657,0.07879837921540833
"Bakersfield, CA",CA,place,"Frazier Park, CA",295000.0,225.9040304980801,0.05775891492746643,0.08917101289526119
"Albertville, AL",AL,place,"Arab, AL",242500.0,113.90186915887853,0.07288469422397736,0.04496920692845019
"Baltimore, MD",MD,place,"New Windsor, MD",369500.0,200.36007522590705,0.0645101213382302,0.0907205733622507
"Minneapolis, MN",MN,place,"New Hope, MN",330500.0,167.68909610401116,0.05803823280104581,0.05662968608763008
"Mount Vernon, OH",OH,place,"Centerburg, OH",273000.0,182.9332769377181,0.11310236018856301,0.0732221053718618
"Oklahoma City, OK",OK,place,"Calumet, OK",156250.0,84.40054988785182,-0.0023688425155602433,-0.046626092942796404
"Riverside, CA",CA,place,"San Antonio Heights, CA",1575000.0,390.0,0.07701544030436325,0.06903488737550889
"Worcester, MA",MA,place,"Baldwinville, MA",227000.0,129.78845054316753,0.008537334566472099,0.012088903464841483
"Baton Rouge, LA",LA,place,"Village St. George, LA",262500.0,153.08372804049822,0.028729707622104028,0.024299888605363362
"Wilmington, DE",DE,place,"Claymont, DE",331000.0,216.4486921529175,0.08831337099873449,0.08294138017614916
"Boston, MA",MA,place,"Newton, MA",1555000.0,533.0251039809864,0.0504559061517551,0.03222794781028471
"Oklahoma City, OK",OK,place,"Prague, OK",240000.0,150.0,0.1049097275778006,0.08281169214864881
"New Brunswick, NJ",NJ,place,"Middlebush, NJ",615000.0,276.08007398183065,0.08186160594612546,0.02855526120411489
"Centralia, IL",IL,place,"Odin, IL",55000.0,49.10714285714285,0.10462819179026517,0.10600127104926438
"St. Louis, MO",MO,place,"Affton, MO",240000.0,167.41071428571428,0.07573812457071916,0.06461147967049374
"Atlanta, GA",GA,place,"Smyrna, GA",596500.0,243.2096696347948,0.08451723313514936,0.0808421616613455
