parent_metro_region,state_code,region_type,region,median_sale_price,median_ppsf,median_sale_price_cagr,median_ppsf_cagr
"Birmingham, AL",AL,place,"Fultondale, AL",218000.0,140.57291666666666,0.06604580455111164,0.047243927585904455
"Olean, NY",NY,place,"Salamanca, NY",20000.0,15.552099533437014,-0.06696700846319259,-0.058383216307721364
"Baltimore, MD",MD,place,"Stevensville, MD",617400.0,311.4737805418065,0.08723715103978291,0.07856341025974078
"Santa Rosa, CA",CA,place,"Windsor, CA",767500.0,479.78308560764486,0.05481655460333412,0.06890325364178174
"Seattle, WA",WA,place,"Kenmore, WA",1037500.0,511.0769313141534,0.09668233460309583,0.10056558362331414
"Beaumont, TX",TX,place,"Vidor, TX",164900.0,110.57173678532902,0.06254197700857289,0.0476963232078107
"Cornelia, GA",GA,place,"Demorest, GA",329000.0,179.70188513809734,0.002777525693950844,0.09638049564515483
"Tulsa, OK",OK,place,"Wagoner, OK",156000.0,113.10013717421126,0.10988042267531983,0.09176364976841289
"Portland, OR",OR,place,"Newberg, OR",457100.0,300.62544558947434,0.08165936860185274,0.07549443603007555
"Tampa, FL",FL,place,"Wesley Chapel, FL",558000.0,235.86607142857144,0.11733045790819818,0.09680505492472813
"Gary, IN",IN,place,"Lake Station, IN",146500.0,110.23573200992556,0.12794487300549928,0.1152609480889597
"Montgomery County, PA",PA,place,"King of Prussia, PA",515000.0,237.65704584040748,0.05730070381951968,0.033205593912410514
"Providence, RI",RI,place,"East Providence, RI",410000.0,233.1932773109244,0.09615890850982822,0.06427673580911697
"Flint, MI",MI,place,"Burton, MI",163000.0,125.0,0.12887170221946476,0.11606845004105448
"Cleveland, OH",OH,place,"Parma Heights, OH",210000.0,136.25978421832033,0.09644869854312965,0.0808000996128242
"West Palm Beach, FL",FL,place,"Schall Circle, FL",380000.0,361.9047619047619,0.16860936130231474,0.18878204027176015
"Fayetteville, NC",NC,place,"Bunnlevel, NC",255000.0,107.23296888141296,0.022841283737437656,-0.0011513690302296098
"Los Angeles, CA",CA,place,"East Whittier, CA",838000.0,591.9661733615222,0.07743403061988974,0.06688952649652524
"Hudson, NY",NY,place,"Austerlitz, NY",555000.0,353.66624525916563,0.14023466088446157,0.12881440000392752
"Monroe, MI",MI,place,"Petersburg, MI",299900.0,137.3168498168498,0.06189372963418305,0.0419481828634678
"Lansing, MI",MI,place,"Edgemont Park, MI",113000.0,127.82805429864251,0.007369770924313013,0.018223691560625754
"Seattle, WA",WA,place,"Union Hill-Novelty Hill, WA",1191000.0,539.9350232191039,0.07172847823467876,0.0761632604489264
"Dallas, TX",TX,place,"Roanoke, TX",550000.0,161.99247196416695,0.08703100358166349,0.054377512398004146
"Dallas, TX",TX,place,"Kaufman, TX",269000.0,154.128,0.20697101928137784,0.20436619036781356
"Montgomery County, PA",PA,place,"Fort Washington, PA",465000.0,228.83858267716536,0.06617547138916224,0.06792756951143519
"Poughkeepsie, NY",NY,place,"Merritt Park, NY",638000.0,184.9275362318841,0.046171128433422304,0.0562083203028001
"Washington, DC",VA,place,"Spotsylvania Courthouse, VA",389900.0,179.96870109546165,0.05385570899453507,0.039124021503725626
"Raleigh, NC",NC,place,"Apex, NC",667908.5,241.386204216334,0.08128726408682008,0.0736166097866604
"Cincinnati, OH",OH,place,"Springboro, OH",339500.0,139.28155241424736,0.037916442723675114,0.043103046309031834
"Oakland, CA",CA,place,"Newark, CA",1280000.0,747.6635514018692,0.09321370264869677,0.07710635149017397
"Harrisburg, PA",PA,place,"Mount Holly Springs, PA",224950.0,135.21479644156537,0.010071595566624625,0.030664631374107687
"Albany, NY",NY,place,"Brunswick, NY",292500.0,212.04675650164373,0.07276784732396746,0.08435122292654795
"Whitewater, WI",WI,place,"Elkhorn, WI",351800.0,198.6183074265976,0.06695917218600966,0.06269804977178217
"Oklahoma City, OK",OK,place,"Newcastle, OK",255076.0,166.66666666666666,0.041410777030773005,0.055886309670053036
"Fort Worth, TX",TX,place,"Southlake, TX",1423000.0,304.8748173846418,0.07664565533089474,0.0721335226856028
"Buffalo, NY",NY,place,"Town Line, NY",575000.0,191.66666666666663,0.13478834864618183,0.07350094575692556
"Binghamton, NY",NY,place,"Chenango, NY",220000.0,104.76190476190476,0.05004736932152842,0.04349294829259942
"Atlanta, GA",GA,place,"Snellville, GA",355000.0,155.44741822114085,0.11456322829855581,0.09821368028447375
"Dayton, OH",OH,place,"Trotwood, OH",102500.0,94.24603174603175,0.15039304734975412,0.16413609755361658
"Camden, NJ",NJ,place,"Westmont, NJ",415000.0,284.50807635829665,0.05762077971135904,0.06548118275366055
"Portland, OR",OR,place,"West Linn, OR",845000.0,290.6324114749478,0.07658304130953919,0.07342779654551279
"Chico, CA",CA,place,"Gridley, CA",351500.0,217.05618092248,0.08751875538704335,0.07914001500991108
"Marquette, MI",MI,place,"Ishpeming, MI",177950.0,134.15347366581975,0.17658415318546417,0.1421509230897826
"Atchison, KS",KS,place,"Atchison, KS",140000.0,74.53416149068323,0.0,-0.03378637823155706
"Gulfport, MS",MS,place,"Diamondhead, MS",276000.0,157.89473684210526,0.08365006438732259,0.09739942977683635
"Tampa, FL",FL,place,"Bayonet Point, FL",244000.0,180.51771117166209,0.15059864328237804,0.14651023431766652
"Provo, UT",UT,place,"Springville, UT",457400.0,205.18358531317492,0.08733432232727845,0.08409184917913759
"Nassau County, NY",NY,place,"North Patchogue, NY",585000.0,293.15196998123827,0.11191882722986324,
"Honolulu, HI",HI,place,"Laie, HI",1200000.0,529.0117079889808,0.04269049710290829,0.024590945608428783
"New Brunswick, NJ",NJ,place,"Menlo Park Terrace, NJ",520000.0,329.3223559214693,0.06197880302175629,0.055191479396601295
"Boston, MA",MA,place,"South Hamilton, MA",650000.0,375.50548815713455,0.0434038687156455,0.04284048939663476
"Cleveland, OH",OH,place,"Gloria Glens Park, OH",225000.0,122.81659388646288,0.1646586157796568,0.01608650218477603
"Ashland, OH",OH,place,"Ashland, OH",156000.0,122.25705329153604,0.21693686737399465,0.25642171001239245
"St. Louis, MO",MO,place,"University City, MO",343000.0,192.4803591470258,0.12044396954181247,0.08425971217200812
"Kankakee, IL",IL,place,"Reddick, IL",270000.0,71.8849840255591,0.22667516288157397,0.1120319855403824
"Lincoln, NE",NE,place,"Utica, NE",453000.0,106.94050991501416,0.1469382489770663,0.038897011163252726
"Greenville, SC",SC,place,"Honea Path, SC",212500.0,121.94359808877502,0.05328041792833682,0.061686661939214016
"Salem, OH",OH,place,"Columbiana, OH",356000.0,167.17325227963525,0.10748859473905714,0.07916460289236604
"Pittsburgh, PA",PA,place,"Gibsonia, PA",410000.0,209.2656958737515,0.05813917548660741,0.05310323403592565
"Fort Worth, TX",TX,place,"Cleburne, TX",257500.0,162.4528701324627,0.1563305991329762,0.13965453643957182
"Grand Rapids, MI",MI,place,"Edmore, MI",137450.0,115.64564467790274,0.25751447951140904,0.370412017667167
"Sevierville, TN",TN,place,"Pigeon Forge, TN",859950.0,396.86929191709953,0.17598674846070939,0.154659217975043
"Peoria, IL",IL,place,"Brimfield, IL",140000.0,99.57325746799432,0.023944872956917163,0.040222190381009604
"Indianapolis, IN",IN,place,"Monrovia, IN",306147.5,146.78519240136387,0.05367192580410696,0.06652157403143155
"Honolulu, HI",HI,place,"Heeia, HI",1360000.0,407.18562874251495,0.06640773539639322,0.028654147114604678
"Houston, TX",TX,place,"Bailey's Prairie, TX",227800.0,85.0,0.01831000758567547,0.01963213855518897
"Barre, VT",VT,place,"Montpelier, VT",500000.0,255.65123789020453,0.09986977997059832,0.07470942252642354
"Orlando, FL",FL,place,"Lake Mary, FL",629500.0,248.7372220687336,0.0859470883987794,0.06391862911927926
"Morehead City, NC",NC,place,"Harkers Island, NC",562000.0,334.95603279014153,0.1532945897621818,0.13244239792059487
"Richmond, VA",VA,place,"East Highland Park, VA",264000.0,187.87878787878788,0.09554395327293497,0.09711048750880247
"Cincinnati, OH",OH,place,"Hunter, OH",270000.0,112.876254180602,0.060528816374456396,0.0062910989903937065
"Miami, FL",FL,place,"Glenvar Heights, FL",1575000.0,727.0239737081487,0.11094302565444591,0.12145684171857019
"Riverside, CA",CA,place,"Temescal Valley, CA",744655.0,330.67021748779405,0.06958955039028147,0.05950029099149545
"Miami, FL",FL,place,"Miami Shores, FL",1150000.0,643.7067870395011,0.1247265542109326,0.12737225909449346
"Portland, OR",OR,place,"Forest Grove, OR",545650.0,246.88069673821047,0.06307273174386285,0.06228030875674184
"Seattle, WA",WA,place,"Stanwood, WA",611000.0,284.02177670238507,0.10026509310601806,0.0814825520150333
"Pittsburgh, PA",PA,place,"West Newton, PA",116500.0,66.66666666666667,-0.009369727062346511,
"St. George, UT",UT,place,"La Verkin, UT",541000.0,210.3848426986725,0.10857223101596492,0.14289551532853806
"Canton, OH",OH,place,"Reedurban, OH",120000.0,94.61805555555556,0.058442410876291984,0.0520755875051464
"Albany, NY",NY,place,"North Ballston Spa, NY",310000.0,280.7971014492754,0.08856814946916147,0.10999457267093771
"Hartford, CT",CT,place,"East Hartford, CT",265000.0,185.863739435168,0.07803679964745025,0.0647665525029355
"Poughkeepsie, NY",NY,place,"Union Vale, NY",1127500.0,281.20658501453204,0.11969958357244481,0.07231687247561269
"Providence, RI",MA,place,"North Attleborough, MA",577500.0,318.295930103318,0.04468249036242522,0.052277811370508465
"Pittsburgh, PA",PA,place,"Beaver, PA",227950.0,144.6152882044426,0.029163436868543835,0.05728137876892969
"Indianapolis, IN",IN,place,"Clayton, IN",179900.0,153.79113018597997,0.02180098290977428,0.053615486293983716
"Providence, RI",MA,place,"Acushnet, MA",477500.0,270.56076159299323,0.044145853629599996,0.05021234080194348
"Buffalo, NY",NY,place,"Kenmore, NY",200000.0,156.7378048780488,0.07177346253629313,0.07782349239248854
"Elizabethtown, KY",KY,place,"Rineyville, KY",260000.0,176.87074829931973,0.026634974606264628,0.0981620455811727
"Anniston, AL",AL,place,"Choccolocco, AL",363900.0,146.54348518636507,0.08821874607192459,0.08124620238337155
"Nashville, TN",TN,place,"Pleasant View, TN",418000.0,216.87350052643387,0.08332716540828278,0.09971819350166733
"Birmingham, AL",AL,place,"Woodstock, AL",215000.0,135.9039190897598,0.15129707265154413,0.12028727034957964
"Montgomery County, PA",PA,place,"West Grove, PA",351000.0,187.18989625620208,0.07214057145896668,0.053201705650638864
"Louisville, KY",KY,place,"Woodland Hills, KY",308625.0,177.60170245894835,0.0818709959240067,0.13090443079985015
"Baltimore, MD",MD,place,"Aberdeen, MD",325000.0,199.9552,0.013352749695060284,0.05587533258955668
"Albany, NY",NY,place,"Averill Park, NY",209900.0,178.1818181818182,-0.03476263582996475,0.028295049166021435
"Seattle, WA",WA,place,"Bothell, WA",1335000.0,454.74189675870343,0.11487679250054761,0.09048408669202179
"Gainesville, FL",FL,place,"Williston, FL",268530.0,168.76088778993756,0.11067371952413985,0.09478425924641587
"Cincinnati, OH",KY,place,"Villa Hills, KY",530000.0,199.49042957334893,0.09441929439359886,0.053793460995951836
"Manchester, NH",NH,place,"Amherst, NH",740000.0,240.24024024024024,0.11756624385659631,0.09391752918662499
"Des Moines, IA",IA,place,"Colfax, IA",169000.0,121.4080459770115,0.10458888483409035,0.11605114720291376
"Pittsburgh, PA",PA,place,"Karns City, PA",119000.0,101.1904761904762,0.09390730440293171,0.07304259913028988
"Ames, IA",IA,place,"Nevada, IA",200500.0,152.67358951146002,0.08833248551005446,0.07190786244019254
"San Francisco, CA",CA,place,"Montara, CA",1030000.0,528.2051282051282,0.025592234361892396,0.03557292333961337
"Austin, TX",TX,place,"Lost Creek, TX",1463500.0,452.53492711036665,0.06359567719841519,0.07239690005028221
"Chicago, IL",IL,place,"Lemont, IL",510000.0,175.98343685300208,0.02851574546012481,0.015300329459799977
"San Francisco, CA",CA,place,"Daly City, CA",1100000.0,798.8165680473372,0.06248826851415057,0.06223339957936047
"Chicago, IL",IL,place,"Glendale Heights, IL",300000.0,200.46260601387817,0.07457492230086293,0.07592689543547793
"Pensacola, FL",FL,place,"Bagdad, FL",278990.0,185.9504132231405,0.12492328938815067,0.09710694972912459
"Minneapolis, MN",MN,place,"Rush City, MN",228500.0,182.53275109170303,0.08946039497677893,0.12688958780000004
"Baraboo, WI",WI,place,"Baraboo, WI",252500.0,216.1115200588885,0.10444724742839595,0.11548120287721497
"Cincinnati, OH",OH,place,"Loveland Park, OH",90000.0,92.02453987730061,-0.126968614877906,0.009758164793167046
"Elmira, NY",NY,place,"Horseheads North, NY",231000.0,133.63248715902347,0.037407061184267176,0.04164637850685993
"Akron, OH",OH,place,"Macedonia, OH",372000.0,168.78562034195528,0.04925611851296541,0.05011089967260207
"Akron, OH",OH,place,"Northfield, OH",235750.0,160.10246557796987,0.08792402094300322,0.138005540841442
"Greeneville, TN",TN,place,"Mosheim, TN",285000.0,144.23076923076923,0.09987977837776096,0.06554698079433163
"Washington, DC",MD,place,"Dunkirk, MD",517500.0,184.41208454838537,0.02431042897310931,0.009764263590636535
"St. Louis, MO",MO,place,"Bridgeton, MO",233000.0,148.51063829787233,0.03877342549847218,0.055298500764269454
"Pittsburgh, PA",PA,place,"Lower Burrell, PA",173500.0,164.78751084128362,0.03332978217108806,
"Pittsburgh, PA",PA,place,"Leetsdale, PA",112000.0,124.44444444444444,0.07567834639550997,0.08735028892440866
"Auburn, NY",NY,place,"Weedsport, NY",175000.0,140.22435897435898,0.06078319609847416,0.05794429437083104
"Boston, MA",MA,place,"Lynnfield, MA",1360000.0,348.5838779956427,0.10305425242206989,0.046648982955752816
"Boston, MA",MA,place,"Lynnfield, MA",1550000.0,389.0037900174096,0.11757364669795489,0.058195010170530415
"Washington, DC",MD,place,"Woodlawn, MD",256952.5,243.37939104740963,0.029033595904961684,0.022540840367902826
"Oakland, CA",CA,place,"Bethel Island, CA",1072500.0,470.0944694008677,0.17434548959754115,0.12153005760213009
"Atlanta, GA",GA,place,"Chattahoochee Hills, GA",770412.5,336.26174945810146,0.0976312486004356,0.11891262657780644
"Glenwood Springs, CO",CO,place,"Aspen, CO",14000000.0,2552.881108679796,0.12595022402403555,0.09562294006387706
"Morristown, TN",TN,place,"Baneberry, TN",502500.0,304.1531172908724,0.09122011449715917,0.09213288194482283
"Ogdensburg, NY",NY,place,"Oswegatchie, NY",185000.0,85.01284845968925,-0.09074934726575756,-0.06601823960845943
"San Jose, CA",CA,place,"Alum Rock, CA",850000.0,844.5644243397053,0.06217627643532442,0.09544754428799673
"Tulsa, OK",OK,place,"Bristow, OK",65000.0,77.01421800947865,-0.0046481580471704476,0.03711095127027031
"Trenton, NJ",NJ,place,"Washington Crossing, NJ",461000.0,270.9660297239915,0.07764239223168024,0.06965673460325572
"Pittsburgh, PA",PA,place,"Munhall, PA",177500.0,109.17075163398692,0.1350704963756626,0.12199387420924523
"Tampa, FL",FL,place,"Pebble Creek, FL",534500.0,228.47012898023596,0.1033504882864611,0.09614014492941414
"Reno, NV",NV,place,"Verdi, NV",870000.0,435.43543543543535,0.046925206513741324,0.10551755224370796
"Nassau County, NY",NY,place,"South Hempstead, NY",560000.0,466.66666666666663,0.056734364743391774,0.053410038694081896
"Riverside, CA",CA,place,"Whitewater, CA",399000.0,207.05760249091853,0.17580304468662034,0.1467915340521737
"Houston, TX",TX,place,"La Marque, TX",245000.0,124.93814943097476,0.07634078934300703,0.07248703823862779
"Red Wing, MN",MN,place,"Cannon Falls, MN",229439.0,167.84125822970006,0.015554117745528284,0.06118974751933948
"Portland, OR",OR,place,"Milwaukie, OR",469450.0,319.60784313725486,0.07972160319144672,0.08413915984352482
"Lafayette, LA",LA,place,"Breaux Bridge, LA",235000.0,138.19095477386935,0.05621637286413339,0.031577051331659334
"Jacksonville, FL",FL,place,"Yulee, FL",399000.0,193.94163280384188,0.08417155289825251,0.07641496674932591
"Boise City, ID",ID,place,"Garden City, ID",545000.0,308.9171974522293,0.10325685221257253,0.10519131925848213
"Raleigh, NC",NC,place,"Garner, NC",372000.0,207.55925688661117,0.09804214223442598,0.08850258051030013
"Louisville, KY",IN,place,"Salem, IN",158500.0,129.5463401692182,0.10722045965182714,0.12594360891914524
"Austin, TX",TX,place,"Circle D-Kc Estates, TX",392500.0,240.86009228045168,0.11683658210985293,0.09754540134668077
"St. Louis, MO",IL,place,"Mascoutah, IL",335833.5,144.34753240964244,0.046094754107540714,0.061897297542274465
"New Brunswick, NJ",NJ,place,"Franklin Center, NJ",580000.0,260.5430387059503,0.03073664563322165,0.02475897077325273
"Birmingham, AL",AL,place,"Bessemer, AL",224500.0,98.05555555555556,0.14303816468278718,0.14312653728694769
"Tampa, FL",FL,place,"New Port Richey East, FL",220000.0,190.0921658986175,0.0849752387306284,0.12172540715124258
"Red Bluff, CA",CA,place,"Los Molinos, CA",464500.0,226.60183318589924,0.2778873549628098,0.20076939810337313
"Dallas, TX",TX,place,"Rockwall, TX",532500.0,197.73486817675456,0.09242012711545189,0.08360699939925587
"Los Angeles, CA",CA,place,"Torrance, CA",1175000.0,758.2719712598582,0.05703531557292263,0.05923036154891115
"North Port, FL",FL,place,"South Sarasota, FL",1580050.0,345.25381076277887,0.11282560241783113,0.06292173119635058
"Pittsburgh, PA",PA,place,"Homestead, PA",152150.0,156.53292181069958,0.06978628405734044,0.058598329261988935
"Pittsburgh, PA",PA,place,"Evans City, PA",439500.0,163.2853122731468,0.0033604886439719817,0.009031618665669372
"Pottsville, PA",PA,place,"Ashland, PA",56000.0,29.921987734487736,0.039538176114951584,0.034744530932277584
"Washington, DC",MD,place,"Kettering, MD",528000.0,198.34249741015216,0.05976029386316095,0.03841889799871012
"Pullman, WA",WA,place,"Tekoa, WA",125000.0,104.16666666666669,-0.011268893477819786,-0.0260693289607562
"Los Angeles, CA",CA,place,"West Puente Valley, CA",652500.0,502.55193151837045,0.06276003954419118,0.08196298880474817
"Minneapolis, MN",MN,place,"West St. Paul, MN",357000.0,192.09813150763085,0.07861223045545773,0.06909912158782805
"Alma, MI",MI,place,"Ithaca, MI",159600.0,112.95681063122925,0.3331500636847897,0.3805646946248975
"Greenville, SC",SC,place,"Berea, SC",332950.0,154.26494464944653,0.1514777883043985,0.10821637911111726
"Las Vegas, NV",NV,place,"Laughlin, NV",332500.0,210.9424930707561,0.06329045293337754,0.08503784912126511
"Savannah, GA",GA,place,"Georgetown, GA",295000.0,175.0440034033197,0.07815380905286284,0.07974503378875997
"Easton, MD",MD,place,"Cordova, MD",1435000.0,581.4424635332252,0.11690395590068259,0.12673315185776768
"Newport, TN",TN,place,"Newport, TN",259500.0,197.14992263483643,0.2167026382835615,0.1849022169221215
"Hartford, CT",CT,place,"Westbrook Center, CT",1295000.0,591.8040293040293,0.09181422737307043,0.10747018238506745
"Cambridge, OH",OH,place,"Byesville, OH",135000.0,114.00254591743952,0.2232243742416371,
"Canton, OH",OH,place,"Greentown, OH",420000.0,154.1850220264317,0.0869226580127731,0.06694771251134823
"St. Louis, MO",IL,place,"Girard, IL",230000.0,110.57692307692308,0.20716317646103932,0.11015570893532622
"Dallas, TX",TX,place,"Providence Village, TX",350990.0,168.3727533717677,0.0817265172547521,0.08318705449889219
"Pittsburgh, PA",PA,place,"Tarentum, PA",134500.0,93.99501700924728,0.10795595654645829,0.061495387459593154
"Athens, TN",TN,place,"Calhoun, TN",234000.0,192.81255737102992,0.07385666338184627,0.1224585984803439
"Cedartown, GA",GA,place,"Aragon, GA",179900.0,148.828125,0.16639160682145016,0.1573213125907682
"Nassau County, NY",NY,place,"Kensington, NY",2405000.0,699.7713304886976,0.009063784867944902,0.04714246780734577
"Dover, DE",DE,place,"Dover, DE",290000.0,172.0328282828283,0.06533875889887653,0.069697451214221
"Los Angeles, CA",CA,place,"Compton, CA",582500.0,520.330112721417,0.08826733085387639,0.0895308142753255
"Pittsburgh, PA",PA,place,"Freedom, PA",179900.0,121.96610169491524,-0.006203233703430566,0.02133161802688366
"Frederick, MD",MD,place,"Poolesville, MD",580000.0,302.3983315954119,0.018416936422199326,0.0416111280528797
"Roanoke, VA",VA,place,"Cave Spring, VA",294900.0,132.4797843665768,0.0156436065977823,0.03599336248848206
"Davenport, IA",IA,place,"Princeton, IA",150000.0,130.66202090592336,-0.051642370661206916,-0.012284930769478453
"Pittsburgh, PA",PA,place,"Jefferson Hills, PA",399990.0,190.09725906277632,0.06529286912734,0.07039056073449768
"Trenton, NJ",NJ,place,"Groveville, NJ",471000.0,273.19819819819816,0.038441028110483666,0.036458575337703136
"St. Louis, MO",MO,place,"Crestwood, MO",308000.0,193.01470588235293,0.03904209397242564,0.04033820094386953
"Austin, TX",TX,place,"Anderson Mill, TX",390000.0,209.4554159186116,0.07204866449943137,0.05900746980848015
"Baltimore, MD",MD,place,"Londontowne, MD",409000.0,272.6027397260274,0.08523584257451078,0.04584598424314712
"St. George, UT",UT,place,"Washington, UT",650000.0,276.02070155261646,0.11935057230697876,0.08530454622819028
"Ogden, UT",UT,place,"Centerville, UT",517500.0,266.89861233656853,0.05448264789373369,0.09704496765548387
"Topeka, KS",KS,place,"Osage City, KS",140000.0,102.08142026323844,0.08621468109187225,0.07075674301392687
"Torrington, CT",CT,place,"Watertown, CT",317500.0,192.652329749104,0.037366227228059046,0.057376571153028744
"Jacksonville, FL",FL,place,"Baldwin, FL",210000.0,312.5,0.06160689621814597,0.18024157542140729
"Phoenix, AZ",AZ,place,"Superior, AZ",205000.0,163.13069495444037,0.18357838813153893,0.16845350798570524
"Lansing, MI",MI,place,"Waverly, MI",265000.0,119.90950226244344,0.08244655550790436,0.06968142793491339
"Charlottesville, VA",VA,place,"Ivy, VA",735000.0,253.36091003102376,0.00017022729407489834,0.008157171713705003
"Gainesville, FL",FL,place,"Alachua, FL",272000.0,199.4413407821229,0.05221651680901718,0.08117558912814382
"St. Louis, MO",MO,place,"Calverton Park, MO",59000.0,58.185404339250496,-0.004060373511967641,0.009311045857717026
"Manchester, NH",NH,place,"Peterborough, NH",330000.0,210.79258010118045,0.09869379100781406,0.09158488625298888
"Cincinnati, OH",OH,place,"St. Bernard, OH",212500.0,123.29475308641976,0.12928052476809726,0.11918394384873165
"Glens Falls, NY",NY,place,"Hampton, NY",195000.0,177.27272727272728,0.009447241066619538,0.06660150934954356
"Oklahoma City, OK",OK,place,"Oklahoma City, OK",260000.0,152.07972984103452,0.05868217593664049,0.057575683946887946
"Knoxville, TN",TN,place,"Andersonville, TN",259900.0,234.5667870036101,0.010985753866681325,0.10066348683958215
"Chicago, IL",IL,place,"Sauk Village, IL",150000.0,141.91106906338695,0.2175609846391231,0.22036555216963993
"Montgomery County, PA",PA,place,"Wyndmoor, PA",440000.0,204.26287744227352,0.06472752491459,0.014986544434777871
"Kansas City, MO",KS,place,"Olathe, KS",412500.0,180.15910154422087,0.06560745743580298,0.06107803166267245
"Indiana, PA",PA,place,"Indiana, PA",122730.0,99.77602637801697,0.0374165710171257,0.03908656388657761
"Rochester, MN",MN,place,"Plainview, MN",266250.0,124.3183048166188,0.10343474157007182,0.08538023117029869
"Wichita, KS",KS,place,"Park City, KS",170000.0,111.78861788617886,0.045531014150735016,0.06695263780133587
"Reno, NV",NV,place,"Sparks, NV",500000.0,269.3324520819564,0.10232156675696391,0.09291646001079368
"Manchester, NH",NH,place,"Manchester, NH",430000.0,237.81902552204176,0.0909870487382003,0.07477977396250202
"Providence, RI",RI,place,"Newport East, RI",700000.0,413.1693014771786,0.12555591431874813,0.0845172710365425
"Washington, DC",VA,place,"Potomac Mills, VA",764995.0,178.3395500151029,0.10976106332368785,0.009917819603285638
"Nassau County, NY",NY,place,"Bay Park, NY",420000.0,468.8883522498592,-0.012230599989657032,0.0673610871893413
"Crawfordsville, IN",IN,place,"New Ross, IN",135000.0,67.8391959798995,0.15483085523305107,0.19469132881842421
"Gardnerville Ranchos, NV",NV,place,"Stateline, NV",1170000.0,352.19747140276934,0.10087822651985734,0.009759963876757372
"Atlantic City, NJ",NJ,place,"Longport, NJ",2975000.0,1283.4339948231234,0.09167703966120144,0.1445078891952607
"Washington, DC",VA,place,"Sudley, VA",530000.0,244.0382390716231,0.056465804168601474,0.035854423449692474
"Gettysburg, PA",PA,place,"Fairfield, PA",284450.0,125.60448970973675,0.045810870840462536,0.04654726741468984
"Jefferson City, MO",MO,place,"Holts Summit, MO",201650.0,152.03617452509684,0.016208429580720995,0.059925379969179904
"Nassau County, NY",NY,place,"Baiting Hollow, NY",500000.0,500.0,0.1831742397830649,0.08276383588218894
"Minneapolis, MN",WI,place,"Somerset, WI",397950.0,203.8895859473024,0.06225049500408275,0.08323808710546943
"Boston, MA",MA,place,"Randolph Town, MA",480000.0,345.88235294117646,0.0695658188363959,0.09216861912564522
"Baltimore, MD",MD,place,"Middle River, MD",300250.0,228.44827586206893,0.04055956879999112,0.04106689971278432
"Jacksonville, IL",IL,place,"Waverly, IL",142000.0,82.8169014084507,0.09653876532547967,0.07991589098085283
"Davenport, IA",IL,place,"Hampton, IL",175000.0,101.27314814814817,-0.031895434397886335,-0.004857852914794791
"Brunswick, GA",GA,place,"Brunswick, GA",192500.0,126.32084534101826,0.11817304401530127,0.12581920404339675
"St. Louis, MO",MO,place,"Des Peres, MO",662500.0,250.80256821829852,0.042964827147927265,0.04845838026168314
"Cincinnati, OH",KY,place,"Dry Ridge, KY",215000.0,164.79152878888152,0.07532690486333715,0.06800126828014208
"Rockingham County, NH",NH,place,"Salem, NH",595000.0,267.21938775510205,0.08023545448630798,0.07059186647089777
"Findlay, OH",OH,place,"McComb, OH",150067.0,120.2459935897436,-0.007622249611680898,0.03841202433797486
"Tuscaloosa, AL",AL,place,"Lake View, AL",394250.0,127.42214041141696,0.05494882186373107,0.05095090584498396
"Charleston, SC",SC,place,"James Island, SC",507500.0,312.2692588123258,0.07866331546629346,0.09363194736326896
"St. Louis, MO",IL,place,"Trenton, IL",186500.0,61.68576068005118,0.037549708178368446,-0.013796225826922415
"Jamestown, NY",NY,place,"Chautauqua, NY",625000.0,189.3939393939394,0.10113144104179361,0.05086948064377328
"Santa Rosa, CA",CA,place,"Larkfield-Wikiup, CA",805000.0,410.1861993428258,0.03589832723891062,0.0533362522064591
"Akron, OH",OH,place,"Suffield, OH",500000.0,192.30769230769232,0.10942940830488901,0.038585526030117334
"Shelbyville, TN",TN,place,"Shelbyville, TN",309900.0,189.28571428571428,0.1328780362374773,0.1234455280224207
"Richmond, VA",VA,place,"Amelia Court House, VA",520000.0,190.3367496339678,0.14042086027086254,0.09039683830396705
"Pittsburgh, PA",PA,place,"Wolfdale, PA",142250.0,199.29140832595215,0.018006453999119598,0.08451131716124682
"Ogdensburg, NY",NY,place,"Gouverneur, NY",139000.0,86.875,0.13552060512509279,0.13045209786367384
"Watertown, NY",NY,place,"Champion, NY",195000.0,121.25,0.00831682931932054,0.03095118056037416
"Riverside, CA",CA,place,"Fontana, CA",638000.0,362.32657417289215,0.07503602808525756,0.07814494528805027
"Provo, UT",UT,place,"American Fork, UT",518500.0,235.32265890344493,0.10273564990580453,0.09483945150576956
"Oakland, CA",CA,place,"Piedmont, CA",3357500.0,978.4659625292348,0.07362646340128576,0.050464421867885356
"Battle Creek, MI",MI,place,"Athens, MI",104000.0,87.68971332209105,0.11038617903147596,0.10137094263762059
"Whitewater, WI",WI,place,"Delavan, WI",255000.0,200.160128102482,0.11837763912361288,0.10138248162875518
"Birmingham, AL",AL,place,"Center Point, AL",145000.0,85.49977248596997,0.12846478397559769,0.14548248087302262
"Tulsa, OK",OK,place,"Verdigris, OK",257500.0,164.23434439053892,0.048734910366051265,0.06595900598998505
"Washington, DC",VA,place,"Reston, VA",876000.0,247.20149253731344,0.03318645219121663,-0.0060278992962736755
"Chicago, IL",IL,place,"North Riverside, IL",337000.0,263.0155510480054,0.07082400403515732,0.06524394089316798
"Davenport, IA",IA,place,"Bettendorf, IA",304000.0,147.7832512315271,-0.000981522609353691,0.01656602487923986
